"","gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","description"
"182","CEBPZOS",5.51811221925072e-290,0.289730573819986,0.191,0.866,1.15019531098062e-285,"CEBPZ opposite strand [Source:HGNC Symbol;Acc:HGNC:49288]"
"183","M6PR",5.33541180298672e-289,0.304110059385684,0.144,0.733,1.11211323621455e-284,"mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]"
"184","POR",6.84004517290123e-289,0.294422140779546,0.162,0.783,1.42573901583953e-284,"cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208]"
"185","PRPF8",1.26386302189698e-288,0.289601072382471,0.133,0.703,2.63439608284206e-284,"pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]"
"186","UBE2Z",2.35025170991455e-288,0.32563044587414,0.154,0.761,4.89886466414588e-284,"ubiquitin conjugating enzyme E2 Z [Source:HGNC Symbol;Acc:HGNC:25847]"
"187","CCDC6",5.96805581691955e-288,0.303242840380757,0.136,0.71,1.24398155447871e-283,"coiled-coil domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18782]"
"188","ZFR",1.07362208935979e-287,0.272683745828312,0.113,0.647,2.23785788306154e-283,"zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]"
"189","DNAJC7",2.32959621799311e-287,0.309873190814049,0.193,0.868,4.85581035678484e-283,"DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol;Acc:HGNC:12392]"
"190","ATP5PO",3.28240083950208e-287,-0.327203876676742,0.248,0.993,6.84183630985814e-283,"ATP synthase peripheral stalk subunit OSCP [Source:HGNC Symbol;Acc:HGNC:850]"
"191","TMEM50B",5.3193813678897e-287,0.274032491606359,0.126,0.682,1.10877185232293e-282,"transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]"
"192","ATIC",1.19394581527513e-286,0.286811749658436,0.126,0.682,2.48866065735948e-282,"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]"
"193","RAP2A",2.26413260079861e-286,0.255525876146984,0.135,0.706,4.71935799310461e-282,"RAP2A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9861]"
"194","SNX6",4.3475285400865e-286,0.297622444235039,0.196,0.876,9.0619884889563e-282,"sorting nexin 6 [Source:HGNC Symbol;Acc:HGNC:14970]"
"195","ZRANB2",5.15357050283763e-286,0.325075653943821,0.163,0.783,1.07421023561148e-281,"zinc finger RANBP2-type containing 2 [Source:HGNC Symbol;Acc:HGNC:13058]"
"196","SPTAN1",6.70880057187677e-286,0.318714964821953,0.163,0.782,1.39838239120199e-281,"spectrin alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]"
"197","TNRC6B",1.7901205089439e-285,0.323116473218286,0.167,0.792,3.73132718884267e-281,"trinucleotide repeat containing adaptor 6B [Source:HGNC Symbol;Acc:HGNC:29190]"
"198","PSMD6",2.86794712177861e-285,0.252783894006015,0.112,0.642,5.97794898063534e-281,"proteasome 26S subunit, non-ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9564]"
"199","GCLC",3.03490548690072e-285,0.251762752659008,0.113,0.645,6.32595699689586e-281,"glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]"
"200","DLD",1.67453182912346e-284,0.288568160543252,0.137,0.708,3.49039414462493e-280,"dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:HGNC:2898]"
"201","SERPINB6",2.3517857711909e-284,0.266233146877731,0.197,0.876,4.90206226147032e-280,"serpin family B member 6 [Source:HGNC Symbol;Acc:HGNC:8950]"
"202","NME2",2.84657349707054e-284,0.279518179217911,0.175,0.814,5.93339779729384e-280,"NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]"
"203","RTCB",3.71747250299196e-284,0.263620626824674,0.136,0.706,7.74869968523643e-280,"RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:HGNC Symbol;Acc:HGNC:26935]"
"204","PDXK",4.89137951613009e-283,0.269838790934996,0.183,0.834,1.01955914634216e-278,"pyridoxal kinase [Source:HGNC Symbol;Acc:HGNC:8819]"
"205","DDX56",3.6277495428286e-282,0.253050483095302,0.131,0.689,7.56168114707194e-278,"DEAD-box helicase 56 [Source:HGNC Symbol;Acc:HGNC:18193]"
"206","MAP4K4",6.63937110618751e-282,0.293036483077824,0.152,0.748,1.38391051337372e-277,"mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]"
"207","AIMP2",2.71791411483067e-281,0.279149468127528,0.13,0.687,5.66522018095304e-277,"aminoacyl tRNA synthetase complex interacting multifunctional protein 2 [Source:HGNC Symbol;Acc:HGNC:20609]"
"208","CNOT7",1.03020039802421e-280,0.312590358186266,0.201,0.882,2.14734970964165e-276,"CCR4-NOT transcription complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:14101]"
"209","CIAPIN1",3.86006844634178e-280,0.260345724144361,0.123,0.666,8.04592666955481e-276,"cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]"
"210","PAK2",1.82516198245563e-279,0.316689836877111,0.178,0.816,3.80436763623051e-275,"p21 (RAC1) activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]"
"211","SMCHD1",5.26266383232323e-279,0.256873576527527,0.115,0.642,1.09694964920945e-274,"structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]"
"212","NET1",1.83211421195778e-278,0.340216819964669,0.163,0.773,3.8188588634048e-274,"neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:HGNC:14592]"
"213","YAP1",7.16462351599889e-278,0.304077134571896,0.146,0.725,1.49339412567481e-273,"Yes associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16262]"
"214","FUT8",1.54870984475607e-276,0.339705327379829,0.161,0.764,3.22813080040955e-272,"fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]"
"215","VRK2",1.99851148708574e-276,0.251399622482148,0.124,0.664,4.16569734368152e-272,"VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]"
"216","EIF2S3",1.14411451018496e-274,0.310763833632689,0.204,0.884,2.38479228502954e-270,"eukaryotic translation initiation factor 2 subunit gamma [Source:HGNC Symbol;Acc:HGNC:3267]"
"217","PRPF4B",1.71337359526224e-274,0.319311644648834,0.154,0.743,3.57135592196461e-270,"pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346]"
"218","CHORDC1",1.9467274697894e-274,0.300582412778864,0.145,0.719,4.05775873802903e-270,"cysteine and histidine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14525]"
"219","LPP",3.50562618907755e-274,0.326414388853407,0.195,0.856,7.30712722851324e-270,"LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]"
"220","MYH14",6.35042526594335e-274,0.296074778129425,0.185,0.83,1.32368264243323e-269,"myosin heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:23212]"
"221","B3GNT2",5.51887510274701e-273,0.311690797227456,0.163,0.765,1.15035432641659e-268,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15629]"
"222","TXNDC12",3.44763628736362e-272,0.269865183820735,0.197,0.861,7.18625307738072e-268,"thioredoxin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:24626]"
"223","COMMD6",3.54905300819831e-272,-0.392983354778579,0.269,0.999,7.39764609028856e-268,"COMM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24015]"
"224","WAC",1.85707225561937e-271,0.330216461966697,0.146,0.718,3.87088140961301e-267,"WW domain containing adaptor with coiled-coil [Source:HGNC Symbol;Acc:HGNC:17327]"
"225","WSB1",6.59534191256209e-271,0.25035786740114,0.11,0.621,1.37473306825444e-266,"WD repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:19221]"
"226","NAP1L4",1.15183522102773e-270,0.320756385938859,0.192,0.844,2.4008853347102e-266,"nucleosome assembly protein 1 like 4 [Source:HGNC Symbol;Acc:HGNC:7640]"
"227","THUMPD1",1.40896140388233e-270,0.332802987944187,0.152,0.732,2.93683915025233e-266,"THUMP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23807]"
"228","PPIH",1.46207479689063e-270,0.298838923993165,0.171,0.785,3.04754870663884e-266,"peptidylprolyl isomerase H [Source:HGNC Symbol;Acc:HGNC:14651]"
"229","DNAJB1",1.8663603421837e-270,0.262124269249716,0.151,0.731,3.89024149724771e-266,"DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]"
"230","NOLC1",3.09364718354344e-270,0.321560398770399,0.164,0.765,6.44839818937794e-266,"nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]"
"231","DSP",6.41100365888724e-270,0.323902817415537,0.174,0.792,1.33630960265846e-265,"desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]"
"232","MRPS35",1.33089094042674e-269,0.317482645918042,0.197,0.858,2.77410907622549e-265,"mitochondrial ribosomal protein S35 [Source:HGNC Symbol;Acc:HGNC:16635]"
"233","DCK",1.80297277163533e-269,0.251440649955728,0.114,0.629,3.75811644519669e-265,"deoxycytidine kinase [Source:HGNC Symbol;Acc:HGNC:2704]"
"234","AFTPH",6.00379609431247e-269,0.280658672189032,0.128,0.666,1.25143125789849e-264,"aftiphilin [Source:HGNC Symbol;Acc:HGNC:25951]"
"235","SPG21",7.48736371437729e-269,0.316525053538031,0.212,0.901,1.5606660926248e-264,"SPG21 abhydrolase domain containing, maspardin [Source:HGNC Symbol;Acc:HGNC:20373]"
"236","FAM98A",1.93748212064125e-268,0.25102152325167,0.107,0.608,4.03848773226463e-264,"family with sequence similarity 98 member A [Source:HGNC Symbol;Acc:HGNC:24520]"
"237","METAP1",3.62332960981992e-267,0.342454685268072,0.146,0.712,7.55246823870865e-263,"methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789]"
"238","RPN1",5.25017505038485e-267,0.347459479929933,0.174,0.789,1.09434648750222e-262,"ribophorin I [Source:HGNC Symbol;Acc:HGNC:10381]"
"239","SMC3",5.63536515692002e-266,0.289510615667844,0.173,0.785,1.17463551330841e-261,"structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468]"
"240","SF3B3",8.18959367493588e-266,0.294370102797342,0.127,0.659,1.70703890560364e-261,"splicing factor 3b subunit 3 [Source:HGNC Symbol;Acc:HGNC:10770]"
"241","MRPL13",1.44185361229485e-265,0.286625790890185,0.187,0.822,3.00539966946738e-261,"mitochondrial ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:14278]"
"242","MRPS12",1.59716745424391e-265,-0.290454753712842,0.258,0.993,3.329135841626e-261,"mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10380]"
"243","CNIH4",2.32303680827348e-265,0.318185619687058,0.163,0.757,4.84213792316525e-261,"cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013]"
"244","CDC123",2.73856134757692e-265,0.333524415060301,0.154,0.731,5.70825727288934e-261,"cell division cycle 123 [Source:HGNC Symbol;Acc:HGNC:16827]"
"245","CTTN",3.04669052074628e-265,0.280120893249661,0.185,0.818,6.35052172144355e-261,"cortactin [Source:HGNC Symbol;Acc:HGNC:3338]"
"246","CCDC88A",3.13349265600308e-265,0.343625111349476,0.168,0.769,6.53145209217281e-261,"coiled-coil domain containing 88A [Source:HGNC Symbol;Acc:HGNC:25523]"
"247","KDM1A",5.2344876669631e-265,0.332833505293148,0.152,0.727,1.09107660930179e-260,"lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]"
"248","GNPNAT1",5.64862204408339e-265,0.327949034176084,0.208,0.882,1.17739877886874e-260,"glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980]"
"249","PSME4",1.28083440422952e-264,0.305221876610785,0.145,0.706,2.66977123217601e-260,"proteasome activator subunit 4 [Source:HGNC Symbol;Acc:HGNC:20635]"
"250","NAA50",1.80789897081909e-264,0.322054039100971,0.195,0.844,3.76838461477532e-260,"N(alpha)-acetyltransferase 50, NatE catalytic subunit [Source:HGNC Symbol;Acc:HGNC:29533]"
"251","PPP4R3A",2.15310284586628e-264,0.331143256342104,0.16,0.747,4.48792757192368e-260,"protein phosphatase 4 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:20219]"
"252","ARID1B",2.35347415697134e-264,0.330047436073542,0.164,0.759,4.90558153279107e-260,"AT-rich interaction domain 1B [Source:HGNC Symbol;Acc:HGNC:18040]"
"253","BAZ1A",8.7848925964509e-264,0.323808913207425,0.197,0.85,1.83112301280423e-259,"bromodomain adjacent to zinc finger domain 1A [Source:HGNC Symbol;Acc:HGNC:960]"
"254","TNPO1",1.05866300156158e-263,0.339383753027688,0.148,0.714,2.20667716045495e-259,"transportin 1 [Source:HGNC Symbol;Acc:HGNC:6401]"
"255","STT3B",1.20538485511632e-263,0.353576306608531,0.196,0.847,2.51250419200445e-259,"STT3 oligosaccharyltransferase complex catalytic subunit B [Source:HGNC Symbol;Acc:HGNC:30611]"
"256","IPO5",1.89909571005159e-263,0.325398158322628,0.202,0.864,3.95847509803153e-259,"importin 5 [Source:HGNC Symbol;Acc:HGNC:6402]"
"257","ABCF1",2.55925983894625e-263,0.323622575548073,0.208,0.88,5.33452120829955e-259,"ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]"
"258","ROCK2",6.11976779777251e-263,0.307421198071594,0.186,0.817,1.2756043997677e-258,"Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]"
"259","DNAJC10",6.95220306158664e-263,0.255066219432472,0.105,0.597,1.44911720615712e-258,"DnaJ heat shock protein family (Hsp40) member C10 [Source:HGNC Symbol;Acc:HGNC:24637]"
"260","ISG20L2",2.12423940785277e-262,0.309430545410858,0.134,0.673,4.42776462172831e-258,"interferon stimulated exonuclease gene 20 like 2 [Source:HGNC Symbol;Acc:HGNC:25745]"
"261","NT5C3A",4.40248437272505e-262,0.267118048720422,0.222,0.918,9.1765384265081e-258,"5'-nucleotidase, cytosolic IIIA [Source:HGNC Symbol;Acc:HGNC:17820]"
"262","ACTN1",1.31737105388419e-261,0.354496067876507,0.194,0.837,2.74592822471621e-257,"actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]"
"263","MARCH6",1.79708827077823e-261,0.253435599401835,0.109,0.605,3.74585079161014e-257,"membrane associated ring-CH-type finger 6 [Source:HGNC Symbol;Acc:HGNC:30550]"
"264","GANAB",6.17842062168004e-261,0.344095249548223,0.206,0.871,1.28782999438299e-256,"glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]"
"265","NF1",7.01976529781729e-261,0.2645186178262,0.107,0.599,1.46319987867704e-256,"neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]"
"266","TENT4B",7.23306686735952e-261,0.257380645187936,0.104,0.592,1.50766045783242e-256,"terminal nucleotidyltransferase 4B [Source:HGNC Symbol;Acc:HGNC:30758]"
"267","SELENOT",1.13415838788766e-260,0.310798974805183,0.21,0.882,2.36403974371304e-256,"selenoprotein T [Source:HGNC Symbol;Acc:HGNC:18136]"
"268","ERGIC2",1.42195232700754e-260,0.272328124874154,0.12,0.635,2.96391743041452e-256,"ERGIC and golgi 2 [Source:HGNC Symbol;Acc:HGNC:30208]"
"269","ABHD17C",1.44542268142279e-260,0.31935606768091,0.136,0.676,3.01283903715766e-256,"abhydrolase domain containing 17C [Source:HGNC Symbol;Acc:HGNC:26925]"
"270","UBE2G1",1.73779799264541e-260,0.251336979533726,0.104,0.592,3.6222661358701e-256,"ubiquitin conjugating enzyme E2 G1 [Source:HGNC Symbol;Acc:HGNC:12482]"
"271","GSTM3",2.71357836114571e-260,0.31467912192497,0.164,0.753,5.65618273597211e-256,"glutathione S-transferase mu 3 [Source:HGNC Symbol;Acc:HGNC:4635]"
"272","SMG1",6.16542596170279e-260,0.332533813870961,0.151,0.716,1.28512138745733e-255,"SMG1 nonsense mediated mRNA decay associated PI3K related kinase [Source:HGNC Symbol;Acc:HGNC:30045]"
"273","ATP6AP2",1.06505522343957e-259,0.268486021104692,0.126,0.649,2.22000110773744e-255,"ATPase H+ transporting accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:18305]"
"274","ADAM10",1.32240005686726e-259,0.311704204684551,0.128,0.655,2.75641067853411e-255,"ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]"
"275","NDUFS2",2.04041256077896e-259,0.271182846120976,0.119,0.629,4.25303594168766e-255,"NADH:ubiquinone oxidoreductase core subunit S2 [Source:HGNC Symbol;Acc:HGNC:7708]"
"276","ARF5",4.88019497699485e-259,0.308188823381552,0.21,0.882,1.01722784100481e-254,"ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]"
"277","SRP54",2.50474294094452e-258,0.284307779928755,0.109,0.602,5.22088618610475e-254,"signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]"
"278","POLR2G",6.85527502207232e-258,0.278118788354148,0.128,0.653,1.42891352560075e-253,"RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]"
"279","MRPL35",8.98391471399918e-258,0.338225530674749,0.199,0.847,1.87260718298599e-253,"mitochondrial ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:14489]"
"280","EIF4A1",1.50662268156698e-257,0.304751346906339,0.216,0.896,3.14040431745821e-253,"eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]"
"281","GMPS",2.29560606981206e-257,0.285294551025416,0.123,0.637,4.78496129191625e-253,"guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]"
"282","MRPL1",3.70044457097786e-257,0.294769349815897,0.123,0.639,7.71320666374626e-253,"mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275]"
"283","GARS",3.92030766893515e-257,0.30098553182182,0.208,0.87,8.17148930512843e-253,"glycyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:4162]"
"284","UQCRB",6.6176928260875e-257,-0.480108783784111,0.298,0.999,1.37939189266968e-252,"ubiquinol-cytochrome c reductase binding protein [Source:HGNC Symbol;Acc:HGNC:12582]"
"285","DCUN1D5",1.75633470929519e-256,0.353324838514241,0.188,0.813,3.66090406805489e-252,"defective in cullin neddylation 1 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28409]"
"286","TLK1",6.29210469272489e-256,0.294463777458342,0.131,0.657,1.31152630215158e-251,"tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]"
"287","ESF1",2.38997309280561e-255,0.381489101312941,0.191,0.821,4.981659914644e-251,"ESF1 nucleolar pre-rRNA processing protein homolog [Source:HGNC Symbol;Acc:HGNC:15898]"
"288","CDH1",1.01517305737894e-254,0.255672965820459,0.223,0.912,2.11602672080066e-250,"cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]"
"289","MAGEA3",2.07171447991037e-254,0.253190296620067,0.104,0.585,4.31828166192518e-250,"MAGE family member A3 [Source:HGNC Symbol;Acc:HGNC:6801]"
"290","ENC1",5.37844175891663e-254,0.272600630719313,0.185,0.8,1.12108240022858e-249,"ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345]"
"291","FOSL2",9.86210606595607e-254,0.259750288788879,0.103,0.581,2.05565738838788e-249,"FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]"
"292","CEMIP",1.17388016717963e-253,0.314839068735871,0.161,0.736,2.44683582046922e-249,"cell migration inducing hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:29213]"
"293","SMARCA5",1.30702316151442e-253,0.336689902220155,0.209,0.871,2.72435907786066e-249,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]"
"294","TMEM33",1.616432062497e-253,0.380208482425927,0.185,0.801,3.36929099106874e-249,"transmembrane protein 33 [Source:HGNC Symbol;Acc:HGNC:25541]"
"295","NFIB",1.63628145568118e-253,0.300748630109575,0.127,0.645,3.41066506622185e-249,"nuclear factor I B [Source:HGNC Symbol;Acc:HGNC:7785]"
"296","NRBP1",1.18095727987751e-252,0.319202926260945,0.133,0.659,2.46158735417669e-248,"nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7993]"
"297","AHSA1",2.32650682555485e-251,0.280110268596455,0.214,0.88,4.84937082718653e-247,"activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189]"
"298","FAM120A",4.72528744340462e-251,0.371254983603981,0.201,0.843,9.84938914703258e-247,"family with sequence similarity 120A [Source:HGNC Symbol;Acc:HGNC:13247]"
"299","MAPRE1",5.19864161868458e-251,0.336390912752655,0.187,0.804,1.08360485899861e-246,"microtubule associated protein RP/EB family member 1 [Source:HGNC Symbol;Acc:HGNC:6890]"
"300","DYNC1H1",5.3466877821884e-251,0.351334927336094,0.206,0.858,1.11446360131935e-246,"dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]"
"301","ZFP91",7.46885749733342e-251,0.253340822883344,0.106,0.587,1.55680865674418e-246,"ZFP91 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:14983]"
"302","PPP2R2A",9.72594796287006e-251,0.289359312554647,0.129,0.645,2.02727659338064e-246,"protein phosphatase 2 regulatory subunit Balpha [Source:HGNC Symbol;Acc:HGNC:9304]"
"303","NDUFA9",2.37585044032208e-250,0.32632328458121,0.149,0.698,4.95222265780734e-246,"NADH:ubiquinone oxidoreductase subunit A9 [Source:HGNC Symbol;Acc:HGNC:7693]"
"304","PPP2CA",1.48564755436037e-249,0.374783166641668,0.168,0.75,3.09668376230876e-245,"protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]"
"305","SRPK1",3.15565438148615e-249,0.257899382303724,0.232,0.93,6.57764599276973e-245,"SRSF protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:11305]"
"306","PTCD3",4.07207207369926e-249,0.353423716834442,0.205,0.853,8.48782703041874e-245,"pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:24717]"
"307","HNRNPL",1.48800013306806e-248,0.373982768364182,0.191,0.813,3.10158747736706e-244,"heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045]"
"308","GLOD4",5.70772890451803e-248,0.343896723714871,0.159,0.724,1.18971901285774e-243,"glyoxalase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:14111]"
"309","SLC39A9",1.54219072527466e-247,0.256692258811556,0.101,0.569,3.2145423477625e-243,"solute carrier family 39 member 9 [Source:HGNC Symbol;Acc:HGNC:20182]"
"310","RAP1B",5.62501887930496e-247,0.372941663647077,0.181,0.782,1.17247893520233e-242,"RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9857]"
"311","PLS1",6.43769846956261e-247,0.355392182512275,0.157,0.717,1.34187386899563e-242,"plastin 1 [Source:HGNC Symbol;Acc:HGNC:9090]"
"312","AIMP1",2.21151925731008e-246,0.302599392963597,0.222,0.899,4.60969073993714e-242,"aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:HGNC:10648]"
"313","ATXN7L3B",2.27760226597496e-246,0.39620349566419,0.181,0.782,4.74743416319821e-242,"ataxin 7 like 3B [Source:HGNC Symbol;Acc:HGNC:37931]"
"314","CCDC47",3.89355356989134e-246,0.322977039680409,0.155,0.711,8.11572306108151e-242,"coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:HGNC:24856]"
"315","ZDHHC2",4.50360725845101e-246,0.279935637365956,0.108,0.585,9.38731896951529e-242,"zinc finger DHHC-type containing 2 [Source:HGNC Symbol;Acc:HGNC:18469]"
"316","SMAD5",6.72345044845252e-246,0.299210051408614,0.111,0.592,1.40143601147544e-241,"SMAD family member 5 [Source:HGNC Symbol;Acc:HGNC:6771]"
"317","TRMT6",3.31096226134391e-245,0.261577806928725,0.11,0.589,6.90136973754525e-241,"tRNA methyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:20900]"
"318","KPNA3",3.66553279149634e-245,0.406517169794673,0.176,0.767,7.64043655059498e-241,"karyopherin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6396]"
"319","UBA1",4.17381864843744e-245,0.331889717822838,0.142,0.675,8.699907590803e-241,"ubiquitin like modifier activating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:12469]"
"320","TIA1",8.82792538133264e-245,0.377661225069204,0.179,0.774,1.84009276648498e-240,"TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]"
"321","BOD1L1",1.41082454909356e-244,0.376338281945452,0.157,0.714,2.94072269013061e-240,"biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]"
"322","C16orf72",2.81230734614039e-244,0.334957755731785,0.137,0.659,5.86197343229504e-240,"chromosome 16 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:30103]"
"323","CCND2",3.03364144032947e-244,0.341514527147584,0.144,0.678,6.32332221822276e-240,"cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]"
"324","CCDC34",4.17669366101725e-244,0.283322886566097,0.202,0.837,8.70590026702435e-240,"coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079]"
"325","AKAP1",6.0357937438701e-244,0.351679877343891,0.218,0.884,1.25810084797228e-239,"A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367]"
"326","PSMC2",9.69787926127171e-243,0.314755638356,0.162,0.724,2.02142595321948e-238,"proteasome 26S subunit, ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9548]"
"327","SAMD1",1.18345101350524e-242,0.325357008942801,0.157,0.71,2.46678529255032e-238,"sterile alpha motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17958]"
"328","LCOR",1.33234780354413e-242,0.285228327021151,0.113,0.593,2.77714576170738e-238,"ligand dependent nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29503]"
"329","DICER1",1.62453171667192e-242,0.328076130143502,0.128,0.634,3.38617391023095e-238,"dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]"
"330","RYBP",4.40469649427781e-242,0.292246940299537,0.113,0.594,9.18114937267267e-238,"RING1 and YY1 binding protein [Source:HGNC Symbol;Acc:HGNC:10480]"
"331","RYBP",4.40469649427781e-242,0.292246940299537,0.113,0.594,9.18114937267267e-238,"RING1 and YY1 binding protein [Source:NCBI gene;Acc:23429]"
"332","PRKAR1A",5.48336528094621e-242,0.379168828015727,0.166,0.734,1.14295265916043e-237,"protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388]"
"333","CDKN1A",1.16425215764197e-241,0.274948731083631,0.169,0.741,2.42676719738893e-237,"cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]"
"334","RAB11FIP1",2.61754193863369e-241,0.318341804867115,0.137,0.655,5.45600441688806e-237,"RAB11 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30265]"
