"","genes","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"1097","GSTA4",1.59754105390365e-89,0.413968074338008,0.442,0.135,2.88388111050687e-85,"NCC24","GSTA4","glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:HGNC:4629]"
"1098","C1orf43",1.8878415663591e-89,0.324277628374443,0.999,0.992,3.40793159559145e-85,"NCC24","C1orf43","chromosome 1 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:29876]"
"1099","HHLA3",2.05622611828934e-89,0.389513586127001,0.527,0.197,3.71189938873591e-85,"NCC24","HHLA3","HERV-H LTR-associating 3 [Source:HGNC Symbol;Acc:HGNC:4906]"
"1100","ELOA-AS1",3.06374547120987e-89,0.324596613628771,0.419,0.117,5.53067332462806e-85,"NCC24","ELOA-AS1","ELOA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50582]"
"1101","AC023090.1",3.24834747423333e-89,0.3251161473001,0.385,0.095,5.863916860486e-85,"NCC24","AC023090.1","novel transcript, antisense to ATP9B"
"1102","ZBED5",3.59595268447255e-89,0.403033047446891,0.596,0.258,6.49141378600985e-85,"NCC24","ZBED5","zinc finger BED-type containing 5 [Source:HGNC Symbol;Acc:HGNC:30803]"
"1103","SLC35E1",3.61161568625818e-89,0.43415439570246,0.748,0.429,6.51968863683327e-85,"NCC24","SLC35E1","solute carrier family 35 member E1 [Source:HGNC Symbol;Acc:HGNC:20803]"
"1104","LIPT2",3.89569674551789e-89,0.315637000092229,0.394,0.103,7.0325117650089e-85,"NCC24","LIPT2","lipoyl(octanoyl) transferase 2 [Source:HGNC Symbol;Acc:HGNC:37216]"
"1105","RASSF7",4.66226699572516e-89,0.442455623345406,0.845,0.583,8.41632438068306e-85,"NCC24","RASSF7","Ras association domain family member 7 [Source:HGNC Symbol;Acc:HGNC:1166]"
"1106","NBL1",7.3315104062953e-89,0.410157149671319,0.997,0.994,1.32348425854443e-84,"NCC24","NBL1","NBL1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]"
"1107","ZNF791",7.38590311394749e-89,0.444788383458032,0.76,0.447,1.3333032301298e-84,"NCC24","ZNF791","zinc finger protein 791 [Source:HGNC Symbol;Acc:HGNC:26895]"
"1108","GTPBP2",8.0727640258559e-89,0.351440761448623,0.358,0.084,1.45729536194751e-84,"NCC24","GTPBP2","GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4670]"
"1109","COG8",9.40017445135331e-89,0.374898583658517,0.537,0.206,1.6969194919583e-84,"NCC24","COG8","component of oligomeric golgi complex 8 [Source:HGNC Symbol;Acc:HGNC:18623]"
"1110","KLF4",1.09080074835704e-88,0.515213812143146,0.626,0.302,1.96911351093413e-84,"NCC24","KLF4","Kruppel like factor 4 [Source:HGNC Symbol;Acc:HGNC:6348]"
"1111","MAVS",1.45062402909554e-88,0.423900249786519,0.786,0.488,2.61866649732327e-84,"NCC24","MAVS","mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]"
"1112","ECSIT",2.02578347404583e-88,0.430871643300711,0.775,0.494,3.65694432734754e-84,"NCC24","ECSIT","ECSIT signalling integrator [Source:HGNC Symbol;Acc:HGNC:29548]"
"1113","FOXC1",2.2931989675743e-88,0.397035884686829,0.566,0.231,4.13968277626513e-84,"NCC24","FOXC1","forkhead box C1 [Source:HGNC Symbol;Acc:HGNC:3800]"
"1114","TP53",2.72876976834448e-88,0.472151417285342,0.876,0.623,4.92597518581546e-84,"NCC24","TP53","tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998]"
"1115","SPAG16",4.6221006082204e-88,0.464129102942328,0.815,0.576,8.34381601795947e-84,"NCC24","SPAG16","sperm associated antigen 16 [Source:HGNC Symbol;Acc:HGNC:23225]"
"1116","LRRFIP1",5.5371264917033e-88,0.428306385175961,0.984,0.941,9.99562074282279e-84,"NCC24","LRRFIP1","LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]"
"1117","SEH1L",5.83857915446743e-88,0.432375352358305,0.851,0.606,1.05398030896446e-83,"NCC24","SEH1L","SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]"
"1118","RAB29",7.82346784628787e-88,0.418127906084719,0.584,0.251,1.41229241561189e-83,"NCC24","RAB29","RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]"
"1119","EXPH5",1.38231778868808e-87,0.454596447477915,0.752,0.429,2.49536007213972e-83,"NCC24","EXPH5","exophilin 5 [Source:HGNC Symbol;Acc:HGNC:30578]"
"1120","MEX3A",1.38760950670598e-87,0.410031850829448,0.493,0.173,2.50491268150564e-83,"NCC24","MEX3A","mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482]"
"1121","FZD7",1.68822361391149e-87,0.27785303104703,0.317,0.061,3.04758126783302e-83,"NCC24","FZD7","frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]"
"1122","ZFPL1",2.07360948730418e-87,0.426159261728121,0.699,0.366,3.74327984648151e-83,"NCC24","ZFPL1","zinc finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:12868]"
"1123","CPM",2.11931922446182e-87,0.314918004754257,0.325,0.065,3.82579506399848e-83,"NCC24","CPM","carboxypeptidase M [Source:HGNC Symbol;Acc:HGNC:2311]"
"1124","GABPB2",2.13606248013028e-87,0.37688992286177,0.482,0.168,3.85601998913118e-83,"NCC24","GABPB2","GA binding protein transcription factor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:28441]"
"1125","DHRS3",3.46261608318242e-87,0.485134007291895,0.648,0.319,6.25071455336091e-83,"NCC24","DHRS3","dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]"
"1126","RARG",3.87508510437279e-87,0.358275875731688,0.454,0.146,6.99530363041376e-83,"NCC24","RARG","retinoic acid receptor gamma [Source:HGNC Symbol;Acc:HGNC:9866]"
"1127","C11orf58",8.20292781221037e-87,0.341894261699218,0.999,0.992,1.48079252866022e-82,"NCC24","C11orf58","chromosome 11 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:16990]"
"1128","LINC00649",1.28442460153193e-86,0.36648177188572,0.537,0.208,2.31864329068544e-82,"NCC24","LINC00649","long intergenic non-protein coding RNA 649 [Source:HGNC Symbol;Acc:HGNC:44305]"
"1129","ZBED3-AS1",1.38372522419519e-86,0.281586476295716,0.321,0.064,2.49790077471716e-82,"NCC24","ZBED3-AS1","ZBED3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44188]"
"1130","RGS9",1.48555385534989e-86,0.316557995953636,0.323,0.066,2.68172181967762e-82,"NCC24","RGS9","regulator of G protein signaling 9 [Source:HGNC Symbol;Acc:HGNC:10004]"
"1131","OCIAD1",2.36643677001288e-86,0.393030361302332,0.976,0.89,4.27189165722725e-82,"NCC24","OCIAD1","OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074]"
"1132","SLC52A2",5.14523438598702e-86,0.456157361474604,0.96,0.866,9.28817711358377e-82,"NCC24","SLC52A2","solute carrier family 52 member 2 [Source:HGNC Symbol;Acc:HGNC:30224]"
"1133","AC103706.1",7.19180404815653e-86,0.278776413832777,0.26,0.036,1.29826446677322e-81,"NCC24","AC103706.1","novel transcript"
"1134","NNT",7.65726811854829e-86,0.390661411647057,0.621,0.282,1.38229004076034e-81,"NCC24","NNT","nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]"
"1135","OSMR",8.22865772316379e-86,0.359681765794939,0.461,0.152,1.48543729218553e-81,"NCC24","OSMR","oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]"
"1136","UBAC2",1.12174551883533e-85,0.378938664133198,0.962,0.848,2.02497501060154e-81,"NCC24","UBAC2","UBA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20486]"
"1137","PLPP3",1.39228016631813e-85,0.382032979259255,0.418,0.124,2.5133441562375e-81,"NCC24","PLPP3","phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229]"
"1138","SLC33A1",1.66711208692161e-85,0.352773309213999,0.474,0.162,3.0094707393109e-81,"NCC24","SLC33A1","solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95]"
"1139","TAPBP",1.92592399476438e-85,0.46001500409325,0.852,0.599,3.47667799534866e-81,"NCC24","TAPBP","TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]"
"1140","TMEM99",1.98628405539394e-85,0.422807611008351,0.664,0.337,3.58563997679715e-81,"NCC24","TMEM99","transmembrane protein 99 (putative) [Source:HGNC Symbol;Acc:HGNC:28305]"
"1141","GABARAP",2.01984734303293e-85,0.43603446881116,0.743,0.441,3.64622842364304e-81,"NCC24","GABARAP","GABA type A receptor-associated protein [Source:HGNC Symbol;Acc:HGNC:4067]"
"1142","KLHL24",2.32819083417694e-85,0.382443019974972,0.489,0.171,4.20285009385621e-81,"NCC24","KLHL24","kelch like family member 24 [Source:HGNC Symbol;Acc:HGNC:25947]"
"1143","LPP",2.41779967643874e-85,0.427286530475607,0.968,0.88,4.36461197590721e-81,"NCC24","LPP","LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]"
"1144","OXR1",3.44559555041271e-85,0.432611037823719,0.953,0.807,6.21998908760503e-81,"NCC24","OXR1","oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]"
"1145","TMEM87A",3.5905283526187e-85,0.466173733112516,0.818,0.544,6.48162178214727e-81,"NCC24","TMEM87A","transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522]"
"1146","ANKRD49",4.10209839544291e-85,0.437279142547467,0.716,0.413,7.40510802345354e-81,"NCC24","ANKRD49","ankyrin repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:25970]"
"1147","SH3GLB1",4.46186404313941e-85,0.424391696088957,0.946,0.804,8.05455697067525e-81,"NCC24","SH3GLB1","SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]"
"1148","ZC3H3",5.53187361173159e-85,0.319526257838963,0.471,0.157,9.98613824389786e-81,"NCC24","ZC3H3","zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]"
"1149","AC097376.2",7.81961288717987e-85,0.420512071231233,0.731,0.408,1.41159651839371e-80,"NCC24","AC097376.2","glucose-fructose oxidoreductase domain containing 2 (GFOD2) pseudogene"
"1150","CREBRF",7.82173760903892e-85,0.351338328670044,0.454,0.147,1.4119800731837e-80,"NCC24","CREBRF","CREB3 regulatory factor [Source:HGNC Symbol;Acc:HGNC:24050]"
"1151","EIF2S2",1.05955920887765e-84,0.291687753120372,1,1,1.91271628386593e-80,"NCC24","EIF2S2","eukaryotic translation initiation factor 2 subunit beta [Source:HGNC Symbol;Acc:HGNC:3266]"
"1152","AC026304.1",1.19700715031627e-84,0.259560450260345,0.297,0.053,2.16083730775093e-80,"NCC24","AC026304.1","novel transcript"
"1153","NR4A1",1.73552898725658e-84,0.451420922770745,0.524,0.203,3.13297692779558e-80,"NCC24","NR4A1","nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]"
"1154","VIPR1",2.03159010137158e-84,0.373244707337192,0.518,0.194,3.66742645099598e-80,"NCC24","VIPR1","vasoactive intestinal peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:12694]"
"1155","IDUA",2.62494642406179e-84,0.2709475572397,0.344,0.078,4.73855328471635e-80,"NCC24","IDUA","iduronidase alpha-L- [Source:HGNC Symbol;Acc:HGNC:5391]"
"1156","EIF1AX",3.44822196229125e-84,0.328042157311386,1,0.996,6.22473028632817e-80,"NCC24","EIF1AX","eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250]"
"1157","PRRC2B",3.94341795750472e-84,0.431735977875341,0.774,0.49,7.11865809688752e-80,"NCC24","PRRC2B","proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]"
"1158","SWAP70",5.88435002927282e-84,0.387267159598759,0.517,0.199,1.06224286728433e-79,"NCC24","SWAP70","switching B cell complex subunit SWAP70 [Source:HGNC Symbol;Acc:HGNC:17070]"
"1159","IRF7",9.38544917651398e-84,0.345284360294675,0.418,0.126,1.6942612853443e-79,"NCC24","IRF7","interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]"
"1160","KBTBD3",1.14456179986834e-83,0.309825899757645,0.411,0.118,2.06616296112232e-79,"NCC24","KBTBD3","kelch repeat and BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22934]"
"1161","RBM4",1.14465996721996e-83,0.438805770976131,0.722,0.413,2.06634017282547e-79,"NCC24","RBM4","RNA binding motif protein 4 [Source:HGNC Symbol;Acc:HGNC:9901]"
"1162","NMRK1",1.35861603756124e-83,0.391937546068511,0.57,0.248,2.45257367100555e-79,"NCC24","NMRK1","nicotinamide riboside kinase 1 [Source:HGNC Symbol;Acc:HGNC:26057]"
"1163","UBE4A",2.93890775513239e-83,0.397305115138086,0.682,0.359,5.30531627956499e-79,"NCC24","UBE4A","ubiquitination factor E4A [Source:HGNC Symbol;Acc:HGNC:12499]"
"1164","TMEM238L",3.74231886387431e-83,0.445159839288291,0.524,0.211,6.7556340130659e-79,"NCC24","TMEM238L","transmembrane protein 238 like [Source:HGNC Symbol;Acc:HGNC:44356]"
"1165","RBBP8",5.01406336475689e-83,0.553358464064649,0.893,0.713,9.05138718605913e-79,"NCC24","RBBP8","RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]"
"1166","RPP25L",7.37369484167774e-83,0.431522863551004,0.83,0.596,1.33109939281967e-78,"NCC24","RPP25L","ribonuclease P/MRP subunit p25 like [Source:HGNC Symbol;Acc:HGNC:19909]"
"1167","SQSTM1",1.47403191327074e-82,0.41018647094741,0.998,0.984,2.66092240983635e-78,"NCC24","SQSTM1","sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]"
"1168","SH3D19",2.164646955781e-82,0.425071205326576,0.843,0.579,3.90762068457586e-78,"NCC24","SH3D19","SH3 domain containing 19 [Source:HGNC Symbol;Acc:HGNC:30418]"
"1169","C8orf59",2.16493334727983e-82,0.3432829443561,0.995,0.979,3.90813767850955e-78,"NCC24","C8orf59",NA
"1170","NIPSNAP2",4.66523865169699e-82,0.393151371092326,0.954,0.818,8.4216888140434e-78,"NCC24","NIPSNAP2","nipsnap homolog 2 [Source:HGNC Symbol;Acc:HGNC:4179]"
"1171","RETREG2",5.20104494349631e-82,0.433752981154852,0.762,0.479,9.38892633199954e-78,"NCC24","RETREG2","reticulophagy regulator family member 2 [Source:HGNC Symbol;Acc:HGNC:28450]"
"1172","HBP1",5.97831475262688e-82,0.365001775184359,0.466,0.16,1.0792053791442e-77,"NCC24","HBP1","HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200]"
"1173","RTL10",7.36971215066801e-82,0.376797697781786,0.557,0.235,1.33038043743859e-77,"NCC24","RTL10","retrotransposon Gag like 10 [Source:HGNC Symbol;Acc:HGNC:26112]"
"1174","KDM2A",9.35855725235097e-82,0.410408337870039,0.787,0.492,1.6894067551944e-77,"NCC24","KDM2A","lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606]"
"1175","ATXN1",1.2868346206982e-81,0.471503168226264,0.669,0.361,2.32299385728439e-77,"NCC24","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]"
"1176","PTS",1.56330148791623e-81,0.442575378400934,0.913,0.77,2.82207184598638e-77,"NCC24","PTS","6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:HGNC:9689]"
"1177","ARF4",1.57456846313358e-81,0.483521918362011,0.953,0.831,2.84241098964875e-77,"NCC24","ARF4","ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]"
"1178","IRAK1",1.64195138059152e-81,0.415212080416053,0.877,0.65,2.96405063224381e-77,"NCC24","IRAK1","interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]"
"1179","MCM3AP-AS1",1.74725675396967e-81,0.319671562032107,0.379,0.103,3.15414789226604e-77,"NCC24","MCM3AP-AS1","MCM3AP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16417]"
"1180","UGT1A1",1.95529575090637e-81,0.270964725745365,0.357,0.085,3.52969988953617e-77,"NCC24","UGT1A1","UDP glucuronosyltransferase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:12530]"
"1181","RHPN1",2.62324090901378e-81,0.341625592583849,0.436,0.142,4.73547448895168e-77,"NCC24","RHPN1","rhophilin Rho GTPase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19973]"
"1182","SON",4.57378822644467e-81,0.355936828197196,0.998,0.977,8.25660250637792e-77,"NCC24","SON","SON DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]"
"1183","ANKRD11",7.13264927426755e-81,0.420714480855236,0.996,0.992,1.28758584699078e-76,"NCC24","ANKRD11","ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316]"
"1184","MPC1",1.07988056870386e-80,0.41936422920971,0.954,0.832,1.94940040262422e-76,"NCC24","MPC1","mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606]"
"1185","THAP5",1.41598801176582e-80,0.46262839334773,0.654,0.337,2.55614155883965e-76,"NCC24","THAP5","THAP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23188]"
"1186","LARP7",1.52412914141532e-80,0.410786693873106,0.892,0.68,2.75135792608293e-76,"NCC24","LARP7","La ribonucleoprotein domain family member 7 [Source:HGNC Symbol;Acc:HGNC:24912]"
"1187","RPL22L1",1.8071999883033e-80,0.426213875109505,0.976,0.926,3.26235741888512e-76,"NCC24","RPL22L1","ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610]"
"1188","MBTPS2",1.98288586443318e-80,0.319807476927808,0.472,0.166,3.57950556247478e-76,"NCC24","MBTPS2","membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]"
"1189","ICOSLG",2.17556765368705e-80,0.318679566711184,0.45,0.149,3.92733472843587e-76,"NCC24","ICOSLG","inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]"
"1190","TMEM263",3.2897260318195e-80,0.3973179439685,0.549,0.231,5.93861343264055e-76,"NCC24","TMEM263","transmembrane protein 263 [Source:HGNC Symbol;Acc:HGNC:28281]"
"1191","ACTR1B",3.86771989073221e-80,0.420696140020034,0.858,0.636,6.98200794674978e-76,"NCC24","ACTR1B","actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168]"
"1192","SLC4A4",3.97788297587168e-80,0.434903165772548,0.592,0.276,7.18087434804356e-76,"NCC24","SLC4A4","solute carrier family 4 member 4 [Source:HGNC Symbol;Acc:HGNC:11030]"
"1193","ANO6",4.37942490675939e-80,0.445289887982084,0.74,0.445,7.90573784168205e-76,"NCC24","ANO6","anoctamin 6 [Source:HGNC Symbol;Acc:HGNC:25240]"
"1194","PSD3",4.44397023649742e-80,0.358639849743985,0.467,0.166,8.02225507092514e-76,"NCC24","PSD3","pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]"
"1195","BLOC1S4",4.98690060096498e-80,0.420818630970363,0.724,0.431,9.00235296486198e-76,"NCC24","BLOC1S4","biogenesis of lysosomal organelles complex 1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:24206]"
"1196","TMEM179B",6.70841097653536e-80,0.431342422071634,0.856,0.663,1.21100234948416e-75,"NCC24","TMEM179B","transmembrane protein 179B [Source:HGNC Symbol;Acc:HGNC:33744]"
"1197","LAMP1",7.01974056475779e-80,0.442701843186908,0.991,0.951,1.26720356675008e-75,"NCC24","LAMP1","lysosomal associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6499]"
"1198","GADD45GIP1",8.3338996493163e-80,0.330613842842055,0.998,0.997,1.50443556469458e-75,"NCC24","GADD45GIP1","GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996]"
"1199","PPL",1.07581293668191e-79,0.298472507035448,0.357,0.092,1.94205751329819e-75,"NCC24","PPL","periplakin [Source:HGNC Symbol;Acc:HGNC:9273]"
"1200","BMPR2",2.65292840226857e-79,0.380018178937563,0.593,0.273,4.78906635177521e-75,"NCC24","BMPR2","bone morphogenetic protein receptor type 2 [Source:HGNC Symbol;Acc:HGNC:1078]"
"1201","SDHD",2.66535096863536e-79,0.391809543193576,0.965,0.886,4.81149156858056e-75,"NCC24","SDHD","succinate dehydrogenase complex subunit D [Source:HGNC Symbol;Acc:HGNC:10683]"
"1202","ARL2",5.66504240813017e-79,0.443262167961937,0.984,0.935,1.02265345551566e-74,"NCC24","ARL2","ADP ribosylation factor like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693]"
"1203","HIST1H4H",6.11268857702613e-79,0.326239389759328,0.271,0.047,1.10346254192476e-74,"NCC24","HIST1H4H","histone cluster 1 H4 family member h [Source:HGNC Symbol;Acc:HGNC:4788]"
"1204","RNASET2",6.14654318576562e-79,0.521948574480213,0.893,0.745,1.10957397589441e-74,"NCC24","RNASET2","ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]"
"1205","FLOT2",7.34972247866783e-79,0.381353260003558,0.599,0.277,1.32677190184912e-74,"NCC24","FLOT2","flotillin 2 [Source:HGNC Symbol;Acc:HGNC:3758]"
"1206","MRPL17",7.58777631271453e-79,0.441296203127754,0.884,0.697,1.36974537997123e-74,"NCC24","MRPL17","mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:14053]"
"1207","ERI1",7.77967657877723e-79,0.373195166124201,0.571,0.258,1.40438721600087e-74,"NCC24","ERI1","exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:23994]"
"1208","COX6C",1.2406198132247e-78,0.348152676378248,1,1,2.23956688683323e-74,"NCC24","COX6C","cytochrome c oxidase subunit 6C [Source:HGNC Symbol;Acc:HGNC:2285]"
"1209","SECISBP2",1.2535142470686e-78,0.413307643159692,0.821,0.571,2.26284391880824e-74,"NCC24","SECISBP2","SECIS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30972]"
"1210","CNKSR3",1.42726445195637e-78,0.311936116931003,0.416,0.129,2.57649778867163e-74,"NCC24","CNKSR3","CNKSR family member 3 [Source:HGNC Symbol;Acc:HGNC:23034]"
"1211","CCDC71",1.91913306908516e-78,0.289350462443676,0.414,0.127,3.46441901631254e-74,"NCC24","CCDC71","coiled-coil domain containing 71 [Source:HGNC Symbol;Acc:HGNC:25760]"
"1212","CGGBP1",2.07182636358668e-78,0.415225154533224,0.801,0.538,3.74006095154667e-74,"NCC24","CGGBP1","CGG triplet repeat binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1888]"
"1213","NIPBL",2.39057691204332e-78,0.408264605788847,0.861,0.654,4.31546944162061e-74,"NCC24","NIPBL","NIPBL cohesin loading factor [Source:HGNC Symbol;Acc:HGNC:28862]"
"1214","PTPRG",3.22613764130946e-78,0.36391408666373,0.543,0.233,5.82382367009183e-74,"NCC24","PTPRG","protein tyrosine phosphatase receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]"
"1215","MID1IP1",3.89410481176227e-78,0.412440288074053,0.737,0.43,7.02963800619326e-74,"NCC24","MID1IP1","MID1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20715]"
"1216","ATXN2",3.95672124892705e-78,0.411256264390061,0.872,0.682,7.1426731985631e-74,"NCC24","ATXN2","ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]"
"1217","ANKRD50",4.59789814695712e-78,0.291528119216723,0.347,0.087,8.30012573488699e-74,"NCC24","ANKRD50","ankyrin repeat domain 50 [Source:HGNC Symbol;Acc:HGNC:29223]"
"1218","TTC17",8.61688660136732e-78,0.389007572092386,0.745,0.446,1.55552036927883e-73,"NCC24","TTC17","tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:25596]"
"1219","AC011511.1",9.90586948494001e-78,0.302352301812847,0.377,0.107,1.78820755942137e-73,"NCC24","AC011511.1","novel transcript"
"1220","TMEM30B",1.1145072072764e-77,0.404546412591092,0.843,0.591,2.01190841057536e-73,"NCC24","TMEM30B","transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254]"
"1221","ATP6V0E1",1.66567559412809e-77,0.338835558376697,0.996,0.976,3.00687758252003e-73,"NCC24","ATP6V0E1","ATPase H+ transporting V0 subunit e1 [Source:HGNC Symbol;Acc:HGNC:863]"
"1222","PHOSPHO2",1.70826751572495e-77,0.266127974575418,0.352,0.09,3.08376451938668e-73,"NCC24","PHOSPHO2","phosphatase, orphan 2 [Source:HGNC Symbol;Acc:HGNC:28316]"
"1223","ASPH",2.54738477142751e-77,0.401483528527883,0.954,0.854,4.59853898938095e-73,"NCC24","ASPH","aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757]"
"1224","MROH1",2.84221360081922e-77,0.408758513374217,0.673,0.373,5.13076399219885e-73,"NCC24","MROH1","maestro heat like repeat family member 1 [Source:HGNC Symbol;Acc:HGNC:26958]"
"1225","SP3",3.16808070747217e-77,0.447679168081419,0.742,0.452,5.71901929312876e-73,"NCC24","SP3","Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]"
"1226","SMIM7",4.23636535356767e-77,0.364583586887817,0.933,0.789,7.64748673626036e-73,"NCC24","SMIM7","small integral membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:28419]"
"1227","REPS2",4.70030294770706e-77,0.266429118577955,0.33,0.078,8.48498688120079e-73,"NCC24","REPS2","RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963]"
"1228","ZNF664",5.30963186925979e-77,0.416336451198217,0.84,0.624,9.58494745038778e-73,"NCC24","ZNF664","zinc finger protein 664 [Source:HGNC Symbol;Acc:HGNC:25406]"
"1229","NDUFB5",8.28831998850456e-77,0.372273115120194,0.96,0.86,1.49620752432484e-72,"NCC24","NDUFB5","NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700]"
"1230","SIK3",8.75090556673716e-77,0.315053620508487,0.432,0.143,1.57971347290739e-72,"NCC24","SIK3","SIK family kinase 3 [Source:HGNC Symbol;Acc:HGNC:29165]"
"1231","UNC50",1.04849068432081e-76,0.393919746173902,0.719,0.412,1.89273538333592e-72,"NCC24","UNC50","unc-50 inner nuclear membrane RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16046]"
"1232","UBE2J1",1.08789189039818e-76,0.420860044208001,0.835,0.628,1.96386244054679e-72,"NCC24","UBE2J1","ubiquitin conjugating enzyme E2 J1 [Source:HGNC Symbol;Acc:HGNC:17598]"
"1233","RAC3",1.98300933754474e-76,0.423167253475333,0.593,0.295,3.57972845613576e-72,"NCC24","RAC3","Rac family small GTPase 3 [Source:HGNC Symbol;Acc:HGNC:9803]"
"1234","BET1",2.12171214225698e-76,0.410291294688671,0.891,0.706,3.8301147592023e-72,"NCC24","BET1","Bet1 golgi vesicular membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:14562]"
"1235","TMEM141",2.37158068604837e-76,0.359993183833778,0.984,0.923,4.28117745445452e-72,"NCC24","TMEM141","transmembrane protein 141 [Source:HGNC Symbol;Acc:HGNC:28211]"
"1236","NUDCD1",3.79931441956974e-76,0.381705939288348,0.605,0.292,6.85852239020729e-72,"NCC24","NUDCD1","NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306]"
